reactor_temperature_c,thiophene_conversion,benzothiophene_conversion,sulfur_ppm,sulfur_removal_pct,furnace_duty_mj_h,hx_area_m2,heat_recovery_saving_pct
320,0.999,0.9994,9.73959394271914,99.91279323662683,168.37347213729282,93.07924331235472,91.55064619711538
